WordSequence,Predicate,StartOfDialogueAgent,EndOfDialogueAgent,StartOfDialogue,EndOfDialogue
"['许铃音', '既', '害怕', '又', '向往', '的', '啄', '着', '脑瓜', ',', '道', ':', '「', '对话', '内容', '」']",10,0,0,12,15
"['婶婶', '心系儿子', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['同样', '不怎么', '识字', '的', '许平志', '说', ':', '「', '对话', '内容', '」']",5,0,4,7,10
"['婶婶', '回答', '说', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['婶婶', '皱着', '眉头', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安心', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['门外传来', '许玲月', '清脆', '悦耳', '的', '少女音', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '指头', '扣', '了', '扣屋门', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许玲月', '委屈', '又', '撒娇', '的', '语气', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['恒远合十道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安心情', '颇为', '轻松', '的', '笑着', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['许七安', '震惊', '了', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['怀庆公主', '施礼', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['怀庆', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安问', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['那', '铜锣', '说', ':', '「', '对话', '内容', '」']",2,0,1,4,7
"['魏渊温和', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安科普道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '期待', '的问', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['怀庆公主', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '默默', '叹息', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '眼睛', '一', '亮', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['怀庆', '听到', '了', '一个', '陌生', '的', '词汇', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['裱裱', '说', ':', '「', '对话', '内容', '」']",,,,,
"['怀庆淡淡道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安拉住', '他', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['宋廷风', '坚持', '要', '买', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安怒道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '当即', '溜走', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['婶婶', '拍', '着', '桌子', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['浮香', '幽怨', '道', ':', '「', '对话', '内容', '」']",2,0,1,4,7
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '当即', '转道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['临安', '摇摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '神态自若', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['裱裱', '开心', '的', '欢呼', '起来', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安冷不丁的', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '低声', '说', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['她', '接着', '又', '低声喃喃', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['宫女', '细声细气', '的', '回答', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['临安神色惶恐', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['侍卫欲言又止', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['临安不悦', '的', '看', '了', '他', '一眼', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['侍卫', '解释', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安无言以对', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['姜律中', '诧异', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['姜律中', '一愣', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '脸色', '严肃', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '不甚', '在意', '的', '笑着', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,1,3
"['许七安', '表达', '了', '疑惑', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['姜律中', '解释', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '不', '理解', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['姜律中', '感慨', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安扬眉', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['姜律中', '笑道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安安慰', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['随从道:', '「', '对话', '内容', '」']",,,,,
"['许七安', '立刻', '说', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['许二叔', '不甚在意', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['婶婶', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['婶婶', '竖眉', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['他', '有些', '不确定', '的', '开口', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['许七安', '虚心', '求教', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['张巡抚', '把', '担子', '接', '了', '下来', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['张巡抚', '疑问', '的', '语气', ',', '道', ':', '「', '对话', '内容', '」']",5,0,3,7,10
"['许七安', '没', '敢', '打包票', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安任由', '他', '摘', '了', '香囊', ',', '道', ':', '「', '对话', '内容', '」']",6,0,1,8,11
"['朱广孝', '表达', '疑惑', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['宋廷风', '评价', '道', ':', '「', '对话', '内容', '」']",1,0,0,4,7
"['宋廷风', '皱眉', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '疑惑', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['一', '位', '铜锣附和', ',', '道', ':', '「', '对话', '内容', '」']",4,0,2,6,9
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '提出', '要求', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['络腮胡汉子', '一口', '答应', '下来', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['络腮胡汉子', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '含笑', '点头', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '解释', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['姜律中问', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '温和', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['许七安', '催促', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['姜律中', '不', '夹杂', '感情', '的', '声音', '响起', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['张巡抚', '一叠声', '的', '询问', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['张巡抚', '用力', '拍', '着', '许七安', '的', '肩膀', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['转运使愕然', '道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安点点头', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '给出', '建议', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '没好气道', ':', '「', '对话', '内容', '」']",,,,,
"['宋廷风', '循循善诱', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '恨铁不成钢', '的', '回应', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['红袖', '温婉笑道', ':', '「', '对话', '内容', '」']",,,,,
"['那位', '漕运衙门', '的', '官员', '登时', '吹捧道', ':', '「', '对话', '内容', '」']",,,,,
"['宋廷风道', ':', '「', '对话', '内容', '」']",,,,,
"['漕运衙门', '的', '官员', '期待', '的', '问道', ':', '「', '对话', '内容', '」']",,,,,
"['漕运衙门', '的', '官员', '干笑道', ':', '「', '对话', '内容', '」']",,,,,
"['红袖', '半认真', '半嘲讽', '的', '说', ':', '「', '对话', '内容', '」']",4,0,0,1,3
"['一', '位', '打更人', '沉声道', ':', '「', '对话', '内容', '」']",,,,,
"['丫鬟', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['宋廷风', '纠正', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['宋廷风', '和', '朱广孝', '没', '听懂', ',', '道', ':', '「', '对话', '内容', '」']",6,0,2,8,11
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['张巡抚', '叹息', '一', '声', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['张巡抚', '语气', '里', '透着', '钦佩', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['青州', '知府', '作揖道', ':', '「', '对话', '内容', '」']",,,,,
"['一', '位', '官员', '下意识', '的', '说', ':', '「', '对话', '内容', '」']",5,0,2,3,4
"['青州', '知府', '皱眉道', ':', '「', '对话', '内容', '」']",,,,,
"['紫阳', '居士', '笑呵呵道', ':', '「', '对话', '内容', '」']",,,,,
"['紫阳', '居士', '道', ':', '「', '对话', '内容', '」']",2,0,1,4,7
"['许七安', '以', '弟子', '身份', '行礼', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['杨恭沉声道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '提出', '要求', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
